"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 20, 2015","519.01","502.59","523.22","499.37","-","3.12%"
"Oct 19, 2015","503.33","527.50","527.53","499.40","-","-4.57%"
"Oct 16, 2015","527.43","544.69","545.09","527.37","-","-3.08%"
"Oct 15, 2015","544.17","535.28","548.01","530.58","-","1.96%"
"Oct 14, 2015","533.70","504.36","536.98","504.18","-","5.51%"
"Oct 13, 2015","505.81","510.80","512.08","501.69","-","-1.11%"
"Oct 12, 2015","511.51","512.53","523.77","509.19","-","-0.29%"
"Oct 09, 2015","513.01","493.69","513.01","493.36","-","4.19%"
"Oct 08, 2015","492.37","500.91","509.62","489.73","-","-1.85%"
"Oct 07, 2015","501.66","493.84","502.25","491.50","-","1.73%"
"Oct 06, 2015","493.11","487.10","502.97","484.02","-","1.30%"
"Oct 05, 2015","486.80","471.26","487.69","471.26","-","8.78%"
"Oct 01, 2015","447.51","447.51","447.51","447.51","-","-1.85%"
"Sep 30, 2015","455.94","455.94","455.94","455.94","-","-2.68%"
"Sep 25, 2015","468.51","475.23","478.30","466.57","-","-1.35%"
"Sep 24, 2015","474.90","450.59","478.60","450.56","-","5.24%"
"Sep 23, 2015","451.25","458.07","460.91","449.36","-","-1.42%"
"Sep 22, 2015","457.75","475.33","476.24","457.75","-","-3.69%"
"Sep 21, 2015","475.31","488.84","488.92","474.70","-","-3.18%"
"Sep 18, 2015","490.93","484.74","501.13","484.70","-","1.37%"
"Sep 17, 2015","484.28","468.72","485.90","464.34","-","3.39%"
"Sep 16, 2015","468.42","446.26","469.13","446.06","-","5.11%"
"Sep 15, 2015","445.65","447.20","452.90","445.18","-","-0.35%"
"Sep 14, 2015","447.23","443.60","452.51","438.80","-","1.03%"
"Sep 11, 2015","442.66","438.81","445.41","427.41","-","1.01%"
"Sep 10, 2015","438.24","441.38","446.00","436.68","-","-1.01%"
"Sep 09, 2015","442.69","454.98","456.65","440.92","-","-2.57%"
"Sep 08, 2015","454.36","450.96","459.38","449.20","-","0.77%"
"Sep 07, 2015","450.90","447.57","451.24","447.28","-","0.68%"
"Sep 04, 2015","447.84","447.34","449.72","439.75","-","0.03%"
"Sep 03, 2015","447.71","453.97","465.23","447.16","-","-1.16%"
"Sep 02, 2015","452.98","459.49","465.78","449.03","-","-1.57%"
"Sep 01, 2015","460.21","471.81","478.91","459.35","-","-1.99%"
"Aug 31, 2015","469.56","472.35","474.56","456.34","-","-0.62%"
"Aug 28, 2015","472.50","449.02","475.00","448.91","-","5.44%"
"Aug 27, 2015","448.12","430.37","451.30","427.37","-","4.16%"
"Aug 26, 2015","430.22","450.06","450.79","429.14","-","-4.62%"
"Aug 25, 2015","451.05","463.43","468.61","448.52","-","-3.02%"
"Aug 24, 2015","465.08","498.88","501.67","462.01","-","-7.01%"
"Aug 21, 2015","500.13","515.73","524.05","498.45","-","-2.98%"
"Aug 20, 2015","515.48","497.70","522.32","497.66","-","3.66%"
"Aug 19, 2015","497.27","484.63","499.08","481.44","-","2.68%"
"Aug 18, 2015","484.27","494.72","496.34","479.97","-","-2.08%"
"Aug 17, 2015","494.57","480.91","496.20","479.67","-","2.78%"
"Aug 14, 2015","481.21","488.10","492.56","476.63","-","-1.34%"
"Aug 13, 2015","487.76","508.76","512.73","485.98","-","-4.09%"
"Aug 12, 2015","508.57","472.80","509.17","472.00","-","7.68%"
"Aug 11, 2015","472.30","458.43","473.65","456.97","-","3.28%"
"Aug 10, 2015","457.31","435.24","458.73","434.80","-","4.94%"
