"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 16, 2016","535.78","538.03","545.02","535.54","-","-0.42%"
"Aug 15, 2016","538.05","529.82","539.28","529.72","-","1.57%"
"Aug 12, 2016","529.73","527.85","534.57","527.81","-","0.39%"
"Aug 11, 2016","527.68","528.17","528.28","521.86","-","-0.14%"
"Aug 10, 2016","528.43","529.00","530.50","526.26","-","-0.12%"
"Aug 09, 2016","529.06","526.59","529.62","524.04","-","0.46%"
"Aug 08, 2016","526.62","517.90","527.82","517.80","-","1.64%"
"Aug 05, 2016","518.14","511.12","518.99","511.09","-","1.41%"
"Aug 04, 2016","510.93","500.92","511.37","500.77","-","2.05%"
"Aug 03, 2016","500.65","501.79","501.79","498.11","-","-0.25%"
